酒店评论ID,城市,酒店名称,评论日期,评论内容,入住日期,入住房型,实体编码
1608,茂名,麗枫酒店(茂名电白万达广场店),2020-08-03,酒店位置挺好的，斜对面就是万达广场，完全可以步行前往。卫生和服务都不错，还有足够的免费停车位，非常方便。,2020-08-03,家庭房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1609,茂名,茂名国际大酒店,2020-08-04,很棒一次旅途，各方面都很好，下次还会入住,2020-08-04,豪华双人房,OOOOOOOOOOOOOOOOOOOO
1610,茂名,凯里亚德酒店(茂名高铁站店),2020-08-05,配套很好，空调风口对着床的方向做了遮挡，很人性化的设计。缺点价格有点高，而且没早餐，附近吃饭地方少。,2020-08-05,轻享大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1611,茂名,Q加·茂名大喜假日酒店,2020-08-06,出差经常来,2020-08-06,豪华商务房,OOOOO
1612,茂名,茂名熹龙国际大酒店,2020-08-07,性价比超高的酒店，服务十分到位，非常满足，强推荐！ 本来预定部留的是13楼，前台知道我想高层的，就换了一个17楼的，视野超好！ 本来订单不含早餐，后来又送了早餐券和下午茶券（可以去行政酒廊品尝），下午茶回来发现又送了水果和糖水，赞！ 半夜喝水弄湿床单，又安排人过来换床单，服务到位！ 物超所值！,2020-08-07,豪华园景房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1613,茂名,麗枫酒店(茂名电白万达广场店),2020-08-08,第一次体验丽枫酒店，到门口的时候震惊到了，地理位置超好，（旁边就是万达广场）停车场很宽敞，门口看着就很豪华，（以后招待朋友首选丽枫酒店，绝不丢脸）进去大堂空调也很给力，办理入住很快，前台接待很热情，也很细心（落了东西在前台很细心的提醒我）客房大姐也很有礼貌，房间干净又卫生，设施齐全而且新颖，早餐还是直接配送到房间的，住这么多酒店第一次有这么好的入住体验，简直是太棒了,2020-08-08,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1614,茂名,茂名海豚酒店,2020-08-09,离海滩不算太远，酒店停车方便，房间整洁，设施完善，性价比较高,2020-08-09,标准双人房,OBIOOOOOOOOOOOOOOOOOOOOOOOOOOO
1615,茂名,茂名熹龙国际大酒店,2020-08-10,酒店地理位置很好 ，硬件软件都不错，性价比很高。这次的房间正对着人民公园，风景很好，周边也有很多餐饮店。商务休闲都合适,2020-08-10,商务房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1616,茂名,茂名观海楼假日酒店,2020-08-11,来过很多次l，仍然会选择这个酒店，因为真的很方便，楼下就是沙滩.而且看海景的房间也特别好。后面就是冰雪乐园，周边的设施都很完善。沙滩很广阔，舒服，好玩。几乎每年都来,2020-08-11,豪华舒适双床间,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOO
1617,茂名,茂名观海楼假日酒店,2020-08-12,设施就是有点陈旧，服务态度很好，环境也好离海边很近。,2020-08-12,无敌海景双床房,OOOOOOOOOOOOOOOOOOOOOOOOOO
1618,茂名,茂名诚荟酒店,2020-08-13,酒店是相当不错的，与周围同等价格酒店对比，此店性价比高 ，物有所值。酒店房间隔音效果还是不错，效安静，房间外走廊说话声音听不到的。,2020-08-13,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1619,茂名,茂名熹龙国际大酒店,2020-08-14,大堂经理服务真周到，给升级套房 超级棒,2020-08-14,豪华园景房,OOOOOOOOOOOOOOOOOOO
1620,茂名,茂名海豚酒店,2020-08-15,挺好，环境卫生都OK,2020-08-15,标准双人房,OOOOOOOOOO
1621,茂名,维也纳国际酒店(茂名万达广场店),2020-08-16,一直喜欢住，简约舒适,2020-08-16,豪华大床房,OOOOOOOOOO
1622,茂名,Q加·茂名大喜假日酒店,2020-08-17,很超值的一次体验！！订的双人床房前台美女免费给升级豪华1.8米双床房！！超赞，，房间干净送矿泉水！热水够猛WiFi给力！！楼下停车方便可开票！！,2020-08-17,商务标准双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1623,茂名,柏曼酒店(茂名大道东汇城店),2020-08-18,装修不错，停车场车位多，方便停车。房间卫生也不错。就是酒店旁边没有吃饭的地方，需要去附近找，这点不太方便。,2020-08-18,曼享双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1624,茂名,茂名海豚酒店,2020-08-19,服务态度好，干净整洁，交通便利，空调效果好，性价比高。,2020-08-19,标准双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOO
1625,茂名,柏曼酒店(茂名大道东汇城店),2020-08-20,再次订的大床房间在二楼，隐私性不太好窗户是百叶窗还紧贴着隔壁的楼，洗澡间下水道不知为何总有一股难闻的气味。房间的卫生和设施还算不错。有大型停车场，停车很方便。,2020-08-20,曼悦大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1626,茂名,凯里亚德酒店(茂名高铁站店),2020-08-21,非常棒的酒店，入住体验非常好，前台服务非常棒，周边设施配套齐全，地段繁华，住着非常方便舒适，真心赞。,2020-08-21,KK双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1627,茂名,茂名海豚酒店,2020-08-22,已经第二次入住，酒店地理位置好，就在停车入口边。房间宽敞明亮，卫生。床铺够宽，枕头非常柔软舒服，全五星好评！,2020-08-22,标准双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1628,茂名,茂名诚荟酒店,2020-08-23,空调不给力,2020-08-23,豪华大床房,OOOOO
1629,茂名,轻住悦享酒店(茂名高铁南站店),2020-08-24,"前台小姐姐服务态度超级赞滴,很细心!房间进去第 一眼看到很舒服,床也很软,很舒服。卫生好,环境 好,服务周到!还会再来的!",2020-08-24,商务单人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1630,茂名,轻住悦享酒店(茂名高铁南站店),2020-08-25,一个月去三到四次茂名，都是住在这，已经很有熟悉感了，环境好、也挺干净的，只主要有早餐吃，还挺好吃的。下个月还得去住多两次,2020-08-25,标准大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1631,茂名,茂名熹龙国际大酒店,2020-08-26,酒店位置十分优越，旁边是人民公园，对面是步行街，有口碑很好的特色老店，电影院，小吃糖水店，按摩店都是一步之遥。 必须点赞酒店的服务，前台人员和碰到的工作人员都很热情。面带微笑问好，全程入住退房都很迅速，经要求还顺利升级了园景房。 另外，细节很加分就是，插头是使用能够接入国际标准的插板。升级的房型配置了电脑。我还玩了好一会愤怒的小鸟。 美中不足的有两条，一个是浴室非常大，导致了房间空间感觉有限。二是配置相对落后陈旧需要升级，晚上可能电压不稳，室内的灯微闪了几次。此外，能听到隔壁，楼上还有过道的少许噪音。还有就是浴室的花洒款式太老了，变更淋浴方式居然靠人手艰难扭动希望有条件可以升级个科勒才对得起五星级的配置。,2020-08-26,商务房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1632,茂名,柏曼酒店(茂名大道东汇城店),2020-08-27,位置很好找！也挺舒适！就是不喜欢电视接收遥控那个感应灯，关了房间灯睡觉那个感应灯贼亮有点光污染，影响入睡费好大功夫才用东西把它遮住,2020-08-27,曼享大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1633,茂名,茂名华燕宾馆,2020-08-28,卫生不错，环境安静。但我出去办事后，服务员打扫房间过于热情，把我还需要用的货品包装袋当垃圾扫掉了，虽不是要紧之物，但从此我的物品就只能光秃秃了，希望能改进，不要乱动客人物品。,2020-08-28,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1634,茂名,茂名君怡酒店,2020-08-29,酒店就在电白最繁荣地带，餐饮、购物都很方便，二楼有广东人最喜欢的早、晚茶市，消费水平中等，停车位比较紧张。,2020-08-29,海景家庭房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1635,茂名,维也纳国际酒店(茂名万达广场店),2020-08-30,第一次入住维也纳酒店，有免费洗衣和干衣 服务！，免费手机充电器，免费停车场，这几种免费服务值得点赞！其他酒店要收费的，而且环境干净卫生，价格合理，下次旅行会首选该品牌酒店！,2020-08-30,豪华双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1636,茂名,茂名君怡酒店,2020-08-31,第一次住這家店，卫生，舒適，交通方便。酒店楼下附近就有很多家不錯的美食。而且款式比较多样化。不想走还可以点个美团外卖,2020-08-31,海景家庭房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1637,茂名,茂名荔晶大酒店,2020-09-01,酒店房间很大，卫生干净，前台服务热情，楼下买东西和吃的很方便,2020-09-01,豪华双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1638,茂名,茂名国际大酒店,2020-09-02,这两年回来都喜欢住国际酒店，位置好，有足够的车位。老五星酒店，但维护保养得还不错，没有那种陈旧感。早餐很好，不是那种看似品种繁多却不知道吃了啥的老五星的通病，中西餐的品种都精选的，也有本地特色，比去年有改善，特赞。唯一不足的是，房间还是有股霉味，去年入住也有的。豪华双人间的抽风系统不够好，毛巾一个晚上下来还是湿哒哒的。以后回来还会首选这。,2020-09-02,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1639,茂名,茂名东诚智能公寓,2020-09-03,哇这酒店肯定火！太智能了，升降电视，电动插座，变色玻璃，小度管家等等，平民化价格，会介绍朋友来的。,2020-09-03,智能现代房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1640,茂名,茂名诚荟酒店,2020-09-04,还可以，就是晚上周边住户比较吵，其他挺好的,2020-09-04,豪华双人房,OOOOOOOOOOOOOOOOOOOOO
1641,茂名,茂名东诚智能公寓,2020-09-05,房间宽敞无异味，布局合理，设施设备齐全而且很新，性价比高的一家公寓，总之非常满意的一次入住，会继续选择。,2020-09-05,智能时尚房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1642,茂名,维也纳国际酒店(茂名万达广场店),2020-09-06,环境很好，也很安静，睡得很舒服。,2020-09-06,豪华大床房,OOOOOOOOOOOOOOOO
1643,茂名,茂名蓝海洋酒店,2020-09-07,酒店干净卫生，前台接待有礼。有10个左右的地下停车位，二楼有早茶喝，价格便民。 唯独是酒店提供的拖鞋有点臭，这方面真的要改善一下。,2020-09-07,豪华双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1644,茂名,化州桔龙商务酒店,2020-09-08,性价比高，烤青口好吃,2020-09-08,标准双床房,OOOOOOOOOO
1645,茂名,茂名好来登商务酒店,2020-09-09,前面挺满意的，就是后期住的觉得卫生差了点，希望酒店注意杀虫,2020-09-09,商务单人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1646,茂名,尚客优连锁酒店(信宜银湖路店),2020-09-10,环境清静，交通方便，服务态度很好。,2020-09-10,豪华大床房,OOOOOOOOOOOOOOOOO
1647,茂名,凯里亚德酒店(茂名高铁站店),2020-09-11,我觉得是茂名性价比最高的酒店，电动窗帘，房间很大，装修很现代化，前台服务很好！每次来都是住这里。,2020-09-11,轻享大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1648,茂名,城市便捷酒店(茂名学府店),2020-09-12,各方面都还不错，就是窗帘拉不紧，早上亮，旁边学校上课铃声挺大,2020-09-12,精选大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1649,茂名,城市便捷酒店(茂名滨海新区电城店),2020-09-13,已扫描到以下内容 环境卫生好，床舒服 设施给力 环境优雅 交通便利 性价比高 位置好 价格实惠 服务热情 非常干净 。房间的隔音也好，我那么浅睡的人都可以睡得舒服，服务态度一如既往地好，有什么问题打电话给前台，她们会很快速地解决你的问题，办事效率高，非常满意,2020-09-13,标准大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1650,茂名,凯里亚德酒店(茂名电白万达广场店),2020-09-14,第一次来这里玩 第一次住新开张的酒店 很干净……就是不知道为什么很大烟味,2020-09-14,KK双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1651,茂名,维也纳国际酒店(茂名高铁火车站店),2020-09-15,点评内容你就写：客服管家服务很贴心 提前来电询问客人要求，帮忙房间调成湖景大床房，住的很舒服，房间很干净 而且银湖夜景很漂亮 早餐也很棒，中西式餐点样样俱全，服务都跟的上，下次还会在住这家。,2020-09-15,商务双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1652,茂名,茂名荔晶大酒店,2020-09-16,大体感觉还是很好，最不好的一点就是，例如住两晚，第二天房卡开不了门，进不去，这个太不好了，希望这点能改善，不要让房客整天往服务台跑,2020-09-16,豪华双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1653,茂名,凯里亚德酒店(茂名电白万达广场店),2020-09-17,新酒店，还在装修，房间有智能声控设备，服务好，前台和客房服务员都很有礼貌，卫生也好，请服务员送来新床单，床单还号热热的，刚消毒过。 唯一吐槽的号电梯太慢了！,2020-09-17,KY大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1654,茂名,城市便捷酒店(茂名滨海新区电城店),2020-09-18,前台小姐姐挺热情的，停车位虽然不多，但保安主动带领指导停车，下雨了也主动给客人撑伞，服务周到的很，值得推荐[强][强][强],2020-09-18,商务大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1655,茂名,麗枫酒店(茂名电白万达广场店),2020-09-19,除了毛巾感觉不太卫生以外，环境，服务态度都很好。,2020-09-19,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOO
1656,茂名,茂名好来登商务酒店,2020-09-20,还可以吧！不是很理想,2020-09-20,标准大床房,OOOOOOOOOO
1657,茂名,茂名熹龙国际大酒店,2020-09-21,酒店整体服务良好，员工彬彬有礼。早餐的品种很多，基本能够满足需求。美中不足就是卫生间的面积较小，稍不注意头会顶撞到卫生间的门把手上。,2020-09-21,高级商务大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1658,茂名,城市便捷酒店(茂名滨海新区电城店),2020-09-22,首次入住非常满意，前台服务态度很好，热情，房间卫生打扫得很干净，下次还来入住这家酒店,2020-09-22,标准大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1659,茂名,茂名海豚酒店,2020-09-23,总体来说还行吧，就是床头两边的插座坏了也没有修理，手机充电什么的都要到书卓那边，比较麻烦。,2020-09-23,标准大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1660,茂名,城市便捷酒店(茂名学府店),2020-09-24,有停车场，位置方便，周边方便，好像有餐厅，没有上去吃，比较安静适合休息，当天比较累所以一下到天亮了，,2020-09-24,特价商务双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1661,茂名,茂名熹龙国际大酒店,2020-09-25,酒店大堂有专人开门，大堂香香的，每个人都笑脸非常亲和，让人感觉很舒服自在，办理入住也非常快，还帮忙送行李进房间，点赞，带着孩子确实需要帮忙。送了水果一次性浴缸垫。真心不错，下次去还住这一家……,2020-09-25,豪华园景房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1662,茂名,麗枫酒店(茂名电白万达广场店),2020-09-26,服务很好，到前台有花茶和热毛巾，第一个就感觉到特别贴心，然后还很热情帮我提行李到房间，办理入住很快，到房间那一刻感觉很舒适，简洁，早上还配送了早餐到房间，这种服务质量在这个地方真的是少有的一家酒店，酒店位置优越，隔壁就是万达广场了，停车场也很大很宽敞很方便，住过这么多家酒店性价比最高就是这家了，非常棒的入住体验,2020-09-26,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1663,茂名,茂名名晟宾馆,2020-09-27,环境好，交通便利，价格也不贵。附近蛋糕店非常多呀。 性价比超高，环境真的不错的。非常舒适的一次旅行的。,2020-09-27,豪华单人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1664,茂名,茂名荔晶大酒店,2020-09-28,设施挺完善，风景很好，早餐很丰富，味道不错，有机会还会再来,2020-09-28,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1665,茂名,柏曼酒店(茂名大道东汇城店),2020-09-29,太棒了，酒店很新,2020-09-29,曼悦双床房,OOOOOOOO
1666,茂名,麗枫酒店(茂名电白万达广场店),2020-09-30,新装修的酒店，设施和房内状态非常棒！开门进去，房间内还有装修的味道，除此以外，整个房间非常好。二楼就是餐厅，对外营业，早茶很丰富，人非常多。,2020-09-30,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOO
1667,茂名,麗枫酒店(茂名电白万达广场店),2020-10-01,房间设备齐全 很满意 有沙发 有洗衣房 冰箱 还有早餐送到房间 体验感非常的不错 服务态度也很好,2020-10-01,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1668,茂名,茂名龙栖湾旅馆,2020-10-02,环境不错，可以,2020-10-02,标准双人房,OOOOOOO
1669,茂名,茂名万达广场雅斯特国际酒店,2020-10-03,酒店性价比很好，带中式的装潢，很喜欢。就是位置相对没那么好，不在中心区域，自己有车也还算方便。,2020-10-03,活力大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1670,茂名,茂名海豚酒店,2020-10-04,海滩很好玩，早上去超赞！酒店可以，比较方便！,2020-10-04,标准双人房,BIOOOOOOOOOOOOOOOOOOOO
1671,茂名,柏曼酒店(茂名大道东汇城店),2020-10-05,位置稍远但是其实还好！外卖也比较多，虽然在公路旁边但是我住在4楼不受影响，价格非常的实惠，房间很大，完全超出预期，设施设备完善，一切都很新！以后去也会选择这里，推荐入住。,2020-10-05,曼享大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1672,茂名,城市便捷酒店(茂名学府店),2020-10-06,已第二次住，服务好，卫生也可以的。位置方便。,2020-10-06,金墩双人间(无窗),OOOOOOOOOOOOOOOOOOOOOO
1673,茂名,凯里亚德酒店(茂名电白万达广场店),2020-10-07,早餐对得上价格，适合带孩子的，位置方便，附近应该是新区，大节人多，吃东西还是比较方便,2020-10-07,KK双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1674,茂名,麗枫酒店(茂名电白万达广场店),2020-10-08,打开门的那一瞬间 特别的温馨 房间无异味 还有一点点香味 还有一些开关按钮是非常的智能化 床特别的软 特别的舒服 窗帘也是自动的 带女朋友过来不会丢脸,2020-10-08,豪华双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1675,茂名,茂名观海楼假日酒店,2020-10-09,景观不错，视野开阔，酒店楼下就是海边，0距离，最好，停车免费,2020-10-09,无敌海景双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1676,茂名,轻住悦享酒店(茂名高铁南站店),2020-10-10,交通方便，空气清新,2020-10-10,标准双人房,OOOOOOOOO
1677,茂名,茂名观海楼假日酒店,2020-10-11,位置很好，出门就是海滩。,2020-10-11,无敌海景大床房,OOOOOOOOOBIO
1678,茂名,化州桔龙商务酒店,2020-10-12,就在河东车站旁，挺方便的，很实惠,2020-10-12,标准双床房,OOOOOOOOOOOOOOOO
1679,茂名,茂名诚荟酒店,2020-10-13,环境很好，还不错,2020-10-13,豪华大床房,OOOOOOOO
1680,茂名,茂名东诚智能公寓,2020-10-14,地點很方便，樓下就是東匯城，吃喝玩樂應有盡有，房間裡的設施也很不錯，連續住了三晚了！,2020-10-14,智能时尚房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1681,茂名,城市便捷酒店(茂名滨海新区电城店),2020-10-15,前台小姐姐很奈斯，热情周到，因为位置繁华，酒店可能是考虑到附近步行街太热闹，还提供免费的降噪耳塞。,2020-10-15,标准大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1682,茂名,城市便捷酒店(茂名滨海新区电城店),2020-10-16,经济实惠，房间舒适，最重要的是酒店有提供洗衣机和烘干机，冬天马上就到了，这项设备真的的懒人的救星，赞,2020-10-16,商务大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1683,茂名,茂名市便捷酒店(高铁火车站店),2020-10-17,环境舒适，干净卫生，装修很新，离车站高铁站也近，很满意推荐,2020-10-17,豪华三床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1684,茂名,凯里亚德酒店(茂名高铁站店),2020-10-18,位置比较好找，房间卫生洁净，环境很好，五星级标准，虽然在路边，但隔音效果很好，在房间听不到马路上汽车声音，但前台把开给我的房间又开给其他人，睡到半夜有人去刷门禁，把我女儿吓得给我打电话，希望以后不能犯这种低级错误。,2020-10-18,轻享大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1685,茂名,麗枫酒店(茂名电白万达广场店),2020-10-19,位置优越 停车方便,2020-10-19,豪华大床房,OOOOOOOOO
1686,茂名,茂名荔晶大酒店,2020-10-20,环境挺不错的，服务态度也很好,2020-10-20,豪华双床房,OOOOOOOOOOOOOO
1687,茂名,Q加·茂名大喜假日酒店,2020-10-21,酒店不错，每次去电白都是在这里住，位置好找，就在大路边，房间干净，没有异味，楼下停车也挺方便，酒店不提供早餐！,2020-10-21,商务标准双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1688,茂名,茂名君怡酒店,2020-10-22,设备新，卫生干净，房间舒适，楼下又有饮茶的地方，又有超市很方便。,2020-10-22,海景家庭套房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1689,茂名,茂名市便捷酒店(高铁火车站店),2020-10-23,酒店设施非常齐全，前台的小姐姐们态度很好，地理位置得天独厚，就是在汽车站对面，高铁隔壁不到200米，强烈推荐大家去试一下，尤其新开张，卫生都很好,2020-10-23,特价双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1690,茂名,茂名南越印象岭南文化主题酒店火车站店,2020-10-24,酒店设计的很有南越特色，工艺品很多，书吧也是亮点，位置方便，在繁华商业街，下次有机会的话还会再来入住。,2020-10-24,行政双人间,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1691,茂名,麗枫酒店(茂名电白万达广场店),2020-10-25,夜班的服务员特别好，前台和保安特别贴心，下次还会再来，不错的一次体验,2020-10-25,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1692,茂名,凯里亚德酒店(茂名电白万达广场店),2020-10-26,酒店环境很好，服务热情，下次还会再来。,2020-10-26,KK大床房,OOOOOOOOOOOOOOOOOOO
1693,茂名,尚客优连锁酒店(茂名高铁火车站店),2020-10-27,有特别的开床服务，房间小摆件的设计也很有特色。性价比不错，下次还要入住环境优美，地理位置好，交通方便，房间舒适卫生，服务人员很热情，乐于提供各种帮助，早餐丰富。设施很人性化，网络高速信号好，窗外风景好。,2020-10-27,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1694,茂名,麗枫酒店(茂名电白万达广场店),2020-10-28,酒店前台服务很好！,2020-10-28,豪华大床房,OOOOOOOOO
1695,茂名,茂名市便捷酒店(高铁火车站店),2020-10-29,房间还是不错的，性价比高，唯一不足就是管道水声大！设备房间都是新装修的，还给我免费升级！！值得推荐！！,2020-10-29,特惠大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
