餐饮评论ID,城市,餐饮名称,评论日期,评论内容,标题,实体编码
3752,茂名,十七门重庆老火锅（电白万达店）,2021-02-04,这次就餐整体感觉很赞，比较满意的方面有：性价比高、服务细致、环境优雅、口味赞。,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3753,茂名,盛香烧鹅（东方市场店）,2021-02-04,味道特别正,主食3选1，有赠品,OOOOO
3754,茂名,友情有意音乐餐厅,2021-02-04,烤鱼有配小菜，本来想着这个价钱是没有小菜的，算是意外之喜，味道也不错，西多士味道一般般，蚕桑叶很好吃，里面的汤也好喝，有情有义的员工服务态度不错，本来我们是四个人过去的，后来又来了一个人，服务员主动给我们换桌子，并不会说我们是团购就态度不好，烤鱼的汤少了叫他们，马上又给加了,青江鱼烤鱼套餐（包含配菜）口味：香辣-蒜香-酸菜1份,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3755,茂名,顺德火焰醉鹅坊（站北五路店）,2021-02-04,【环境】【服务】,6人套餐，提供免费WiFi,OOOOOOOO
3756,茂名,御品豆花（宾南路店）,2021-02-04,要了份热的，好吃哦，芋圆好大颗，位置就在国际酒店KTV 旁边巷子进来哦,三色芋圆豆腐花1份,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3757,茂名,菠斯蒂蛋糕,2021-02-05,不错，,泡芙1个，提供免费WiFi,OOO
3758,茂名,菠斯蒂蛋糕,2021-02-05,不错。,泡芙1个，提供免费WiFi,OOO
3759,茂名,满酱（东湖店）,2021-02-05,#套餐：单人下午茶套餐一个人的分量，好满足啊，女生估计是吃不完一个包，满酱满酱，吃完真的满口都是酱了【口味】口感真的很棒！喜欢里面的鸡蛋和鸡肉轻松一咬就溜进嘴巴里了，肉质感很强。【环境】温馨清新脱俗，很多人来打卡柠檬茶本来是杯装的，店员以为我是打包所以用奶茶杯。整体体验是真不错的！我光盘了，哈哈,单人下午茶套餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3760,茂名,十七门重庆老火锅（电白万达店）,2021-02-05,服务挺好的，味道好一般，自我感觉哈,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOO
3761,茂名,Hello炸鸡（方兴店）,2021-02-05,还是很棒的,韩式炸鸡7选1，提供免费WiFi,OOOOO
3762,茂名,贵族自助牛排餐厅（华侨城店）,2021-02-05,#套餐：单人贵族自助牛排套餐#贵族秘制牛排肉有筋，比较有韧性，嚼劲。工作日去吃，人没那么多。【环境】环境不错噢！【服务】服务周到【性价比】牛排+自助餐一共49元，性价比高【口味】好吃，我和朋友们都吃撑了,贵族自助牛排套餐，建议单人使用,OOOOOOOOOOBIOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3763,茂名,顺德火焰醉鹅坊（站北五路店）,2021-02-05,3个大人，2个小孩，满满的一大锅！#套餐：6 人套餐经常来吃！阿姨们的服务态度好好！【服务】今天来吃，天气不冷，店里客人挺多的【环境】,6人套餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3764,茂名,顺德火焰醉鹅坊（站北五路店）,2021-02-05,环境不错，老板员工服务很好，口味可以,3-4人火锅套餐,OOOOOOOOOOOOOOOOOO
3765,茂名,优之品西点,2021-02-05,蛋糕款式味道还可以，价格实惠，下次再买。,蛋糕8选1,OOOOOOOOOOOOOOOOOOOO
3766,茂名,满酱（东湖店）,2021-02-06,好东西,饮品2选1，提供免费WiFi,OOO
3767,茂名,螺香汇·柳州螺蛳粉（官渡二路油校店）,2021-02-06,这家店的螺蛳粉不错，原本是冲着通心菜去的，木想到这个季节没有通心菜，所以配菜就是跟其他螺蛳粉店一样—生菜。下次有通心菜去，顺便加份鸭掌感觉这样才完美。点的微辣，没有另外加其他酱料，还行吧，就是吃到后面有后辣但辣度也能接受。,豪华螺蛳粉套餐，建议单人使用,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3768,茂名,贵族自助牛排餐厅（华侨城店）,2021-02-06,环境挺好，东西也很好吃，带小孩去还送小玩具，服务态度非常好，非常推荐。,贵族自助牛排套餐，建议单人使用,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3769,茂名,贵族自助牛排餐厅（华侨城店）,2021-02-06,价格优惠，味道不错，态度也很好。,贵族自助牛排套餐，建议单人使用,OOOOOOOOOOOOOOOO
3770,茂名,鲜饮时光（高州店）,2021-02-06,不错不错的，多次来吃了，味道很好,招牌原味紫菜卷1份，可免费使用包间,OOOOOOOOOOOOOOOO
3771,茂名,鲜饮时光（高州店）,2021-02-06,很好吃哦！回购了,尝鲜单人餐，可免费使用包间,OOOOOOOO
3772,茂名,爵士厚牛排自助餐馆（汇丰店）,2021-02-06,牛排比较好吃，其他一般般，但是能自助吃饱，东西不算多，毕竟价格在那里，性价比是很高的,全部菜品2选1，有赠品,BIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3773,茂名,优乐堡（开发区店）,2021-02-06,哦，很好，很好，很好，想去尝试尝试有味，有味，有味。,超值汉堡单人餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOO
3774,茂名,瀛食精致料理,2021-02-06,好味，服务态度好，沙拉很好吃。,200元代金券1张，可叠加2张,OOOOOOOOOOOOOOO
3775,茂名,优悦西餐厅（维斯顿店）,2021-02-06,份量很足，甜品很好吃，两个人都吃不完,豪华2人扒餐，提供免费WiFi,OOOOOBIOOOOOOOOOOO
3776,茂名,街头牛排（光华北路店）,2021-02-07,环境不错，味道也很好，牛仔骨肉质很嫩，服务态度也很好，生意挺旺的，上菜速度快,双人情侣套餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3777,茂名,相聚时光（光明店）,2021-02-07,不错。经常来，老顾客了,五谷杂粮单人套餐,OOOOOOOOOOO
3778,茂名,满酱（东湖店）,2021-02-07,好吃，性价比高，整体环境也不错，老板和客服小妹妹们态度很nice哦厚蛋吐司单人套餐还搭配一杯饮料，真的管饱，吃货很值得一试落地日照灯真的好美呀,单人下午茶套餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOO
3779,茂名,相聚时光（光明店）,2021-02-07,好久没来了，环境很好,单人扒餐，提供免费WiFi,OOOOOOOOOO
3780,茂名,LINLEE·手打柠檬茶（文创店）,2021-02-07,服务真是惊呆了，一开始进店在排队点单，听到前面顾客说活动的话。所以问图一店员店里有没有活动，他直接头都不抬回没有活动。后面打开美团点单，店员态度就变了，面无表情的看起来很不耐烦。而且等待时间很长。店里环境真是无语，烟雾缭绕，熏得受不了。还有特别一点，所有店员都不戴口罩。,鄰里招牌柠檬茶2选1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3781,茂名,街头牛排（光华北路店）,2021-02-07,很好,豪华3人套餐，提供免费WiFi,OO
3782,茂名,LINLEE·手打柠檬茶（文创店）,2021-02-07,服务态度太差，味道不好喝，太希失望,鄰里招牌柠檬茶2选1,OOOOOOOOOOOOOOOOO
3783,茂名,元晟坊蛋糕（南香公园店）,2021-02-08,味道正点，就是那些芝士爆浆，真的好爆，冰箱冷藏都不凝。,6寸杏仁可可薄脆咸奶油芝士爆浆蛋糕（可叠加磅数）1个，约1磅，圆形,OOOOOOOOOOOOOOOOOOOOOOOOOOO
3784,茂名,相聚时光（光明店）,2021-02-08,好吃超实惠！,单人扒餐，提供免费WiFi,OOOOOO
3785,茂名,十七门重庆老火锅（电白万达店）,2021-02-08,不错 味道好 服务好 环境好 还有什么好,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOO
3786,茂名,贵族自助牛排餐厅（华侨城店）,2021-02-08,黑椒牛排好吃，软点，秘制牛扒很多筋，我跟朋友来早了，刚开始不是很多菜式，到饭点时候就多东西吃了，我嗦了两碗螺，虾姑是冰鲜的，肉粉粉，是这样的啦，一分钱一分货，五十多一个人，也不奢求有非常丰富。环境不错，不限制时间，我跟朋友从十一点吃到两点半，好悠闲有wifi连，有自助吃，想呆一个下午哈哈哈哈螺，布丁，黑椒牛排好吃橙汁兑很多水，几乎喝不出橙子味，还是喝可乐芬达好了,贵族自助牛排套餐，建议单人使用,OOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOO
3787,茂名,贵族自助牛排餐厅（华侨城店）,2021-02-08,不错，下次去再选择。因为服务员态度不错，2个带娃的人吃得好慢。但是态度一样不错。,贵族自助牛排套餐，建议单人使用,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3788,茂名,贵族自助牛排餐厅（华侨城店）,2021-02-08,还行，就是没有恰到小龙虾，生蚝刚刚上就被抢光了，都没恰到,贵族自助牛排套餐，建议单人使用,OOOOOOOOOOOOOBIOOOOOOOOOOOOO
3789,茂名,源丰唐茶楼（电白万达广场店）,2021-02-08,很好吃，老板也很和善。环境很好，下次再来,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOO
3790,茂名,顺德火焰醉鹅坊（站北五路店）,2021-02-08,这次就餐整体感觉很赞，比较满意的方面有：服务。,6人套餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOO
3791,茂名,果之度（为民店）,2021-02-08,不错，吃了不觉得腻，下次再光顾,榴莲千层蛋糕1个，约3磅，圆形,OOOOOOOOOOOOOOO
3792,茂名,十七门重庆老火锅（电白万达店）,2021-02-09,虽然不能和重庆的比 但良心话 在广东茂名 算不错了  性价比高 卫生不错  服务好 座位舒适。 菜品干净量足,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3793,茂名,相聚时光（光明店）,2021-02-09,还行,双人下午茶套餐（高州店）,OO
3794,茂名,贵族自助牛排餐厅（华侨城店）,2021-02-09,#套餐：单人贵族自助牛排套餐值得推荐的牛排自助餐！菜品多样丰富…服务非常到位，环境很好！干净…,贵族自助牛排套餐，建议单人使用,OOOOOOOOOOBIOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOO
3795,茂名,贵族自助牛排餐厅（华侨城店）,2021-02-09,挺多东西的 牛排跟自己买的9.9的差不多,贵族自助牛排套餐，建议单人使用,OOOOOOBIOOOOOOOOOOOO
3796,茂名,相聚时光（化州店）,2021-02-09,记住第一张图经常拿扫码机付款的肥婆，一听是美团的就服务差到死，作为相聚时光这么多年的老客户，对于今日今时的服务态度我表示质疑，这个肥婆服务态度这么差，我怕她可能还会吐口水在里面也不一定，大家伙注意啊，反正我是吃得感觉恶心，不知道你们了，反正想死的就继续点吧，点一包纸巾先要你付款的，怕死用美团的，给不起纸巾钱，相聚时光的老板快倒闭了吧，请了这种大神员工，不死也一身残，我是服了，无力吐槽，点了一样东西半小时才上，****，做不起美团就不要放出来好吗？老板,单人套餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3797,茂名,优乐堡（开发区店）,2021-02-09,此次用餐总体来说不错，觉得比较认可的地方有：口味赞、服务细致、环境优雅、性价比高、团购接待。111111111111111155555665566655566522556666666666666333333333333333,汉堡+鸡腿套餐，建议单人使用,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3798,茂名,果之度（迎宾三路店）,2021-02-09,好吃,榴莲千层蛋糕1个，约2磅，圆形,OO
3799,茂名,果之度（为民店）,2021-02-09,榴莲千层日常必备甜品，吃完回味无穷百听不厌，口感不算很甜也不腻，老少皆宜#套餐：2 磅榴莲千层蛋糕 1 个,榴莲千层蛋糕1个，约2磅，圆形,BIIIOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIIIOOOOOO
3800,茂名,源丰唐茶楼（电白万达广场店）,2021-02-10,有抢优惠券，太实惠啦！有卡座功天茶，美味餐饮开始,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOOOOOO
3801,茂名,优乐堡（开发区店）,2021-02-10,回头客了，虽然不能经常去吃，但环境干净卫生整洁，食物干净卫生,滋味烤鸡双人餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3802,茂名,优乐堡（开发区店）,2021-02-10,好吃，实惠，干净卫生,滋味烤鸡双人餐，提供免费WiFi,OOOOOOOOOO
3803,茂名,瀛食精致料理,2021-02-10,好,超值双人餐，提供免费WiFi,O
3804,茂名,顺德火焰醉鹅坊（站北五路店）,2021-02-10,用酒焖出来的鹅鹅鹅鹅鹅鹅鹅鹅肉很好吃，也没有因是美团的服务就打折。,3-4人火锅套餐,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3805,茂名,顺德火焰醉鹅坊（站北五路店）,2021-02-10,服务很好，美团上买券很优惠，鹅杂也很好吃。,2人醉鹅火锅套餐,OOOOOOOOOOOOOOOOOOOOO
3806,茂名,果之度（为民店）,2021-02-10,可能是年末没有做新鲜的了好像放了好久一样,榴莲千层切件蛋糕1件,OOOOOOOOOOOOOOOOOOOO
3807,茂名,贵族自助牛排餐厅（华侨城店）,2021-02-11,牛扒味道一般，嫩但是吃不出牛肉味，应该是合成的，比较满意的是自助餐，菜式较多，而且补充非常及时，茂名那么多便宜的贵的自助都吃过，这点只有这家店做得有诚意，味道有一般饭店的水平，也不会特意做得很咸什么的，会持续光顾,贵族自助牛排套餐，建议单人使用,OOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3808,茂名,CAKE情迷黑森林,2021-02-11,蛋糕做的很用心，吃起来口感也很好，好评好评!!!,"蛋糕2选1,约1磅，圆",OOOOOOOOOOOOOOOOOOOOOOOO
3809,茂名,源丰唐茶楼（电白万达广场店）,2021-02-11,菜品分量不足，而且菜品不新鲜。,100元代金券1张，可叠加,OOOOOOOOOOOOOOO
3810,茂名,优悦西餐厅（维斯顿店）,2021-02-11,#套餐：精致享受单人餐【口味】#套餐：精致享受单人餐,精致享受单人餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOO
3811,茂名,优悦西餐厅（维斯顿店）,2021-02-11,小吃挺好吃的款式多。适合不错的选择,高级2人扒餐，提供免费WiFi,OOOOOOOOOOOOOOOOO
3812,茂名,贵族自助牛排餐厅（华侨城店）,2021-02-12,鸡蛋我也是服了 ，是生的，打完就放在那。牛排是蒸熟的，厉害。要的是没筋的，我吃的是有筋的。菜非常少 ，出菜慢，还真的是拼手速 手慢就没了 坐在靠菜附近的人抢的很快 。还不如桥北市场的牛排呢19块9一份 。,贵族自助牛排套餐，建议单人使用,OOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOO
3813,茂名,贵族自助牛排餐厅（华侨城店）,2021-02-13,很喜欢这里的生蚝,贵族自助牛排套餐，建议单人使用,OOOOOOBI
3814,茂名,爵士厚牛排自助餐馆（汇丰店）,2021-02-13,#套餐：全部餐品 2 选 1口味还行,全部菜品2选1，有赠品,OOOOOOOOOOOOOOOOOO
3815,茂名,十七门重庆老火锅（电白万达店）,2021-02-14,排队一个半小时、上菜半小时太失望,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOO
3816,茂名,果之度（迎宾三路店）,2021-02-14,蛋糕好吃，又干净，我买给我姐的生日蛋糕,榴莲千层蛋糕1个，约2磅，圆形,OOOOOOOOOOOOOOOOOOO
3817,茂名,优悦西餐厅（维斯顿店）,2021-02-14,上桌吃完的就留在那没人收，服务员叫不应，坐那半天没人理，要不是吃的还可以真心不想来，每次来都没什么人，这可能不是没有原因的吧，可能老板是个有钱人，根本不在乎这个小餐厅,豪华2人扒餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3818,茂名,优悦西餐厅（维斯顿店）,2021-02-14,很差，没有什么服务可言，你进去做半个小时估计也没人理你，不叫他永远都不会主动过来，不知道别人什么待遇，反正我去了几次都这样，在那干等着，,豪华2人扒餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3819,茂名,街头牛排（光华北路店）,2021-02-15,店面虽然小但是装修简单大方，坐楼上好一些，楼下苍蝇多了点，上菜速度很快，小哥服务态度很好，牛扒套餐味道不错，非常好的体验……非常好的体验非常不错的体验非常非常棒的感觉感觉，儿子很喜欢吃喜欢喜欢吃牛肉牛肉,双人情侣套餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIBI
3820,茂名,菠斯蒂蛋糕,2021-02-15,不错 味道也可以,泡芙1个，提供免费WiFi,OOOOOOOO
3821,茂名,菠斯蒂蛋糕,2021-02-15,不错 回头客,泡芙1个，提供免费WiFi,OOOOOO
3822,茂名,LINLEE·手打柠檬茶（文创店）,2021-02-15,#套餐：港式奶茶系列 3 选 1这家店真的巨慢，我进来的时候几乎没有顾客，由于店员非常傲慢，问了好几遍也没人理。等着等着店里坐了一堆人。差评差评，要不是美团有券我才不在这里买哈，牛啦店员。招牌鲜奶茶不是鲜奶哈，就是植脂末的味道。里面店员很不耐烦哈，我催了两次之后有个男的朝我翻了白眼。只有一个小姐姐在说不好意思,港式奶茶系列3选1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3823,茂名,十七门重庆老火锅（电白万达店）,2021-02-15,超级喜欢,100元代金券1张，可叠加2张,OOOO
3824,茂名,大赞∙炙烧寿司（万达广场店）,2021-02-15,上菜太慢了，服务态度极差，【性价比】,100元代金券1张，可叠加,OOOOOOOOOOOOOOOOOO
3825,茂名,CAKE情迷黑森林,2021-02-15,榴莲的雪媚娘好吃()嘿但是芒果的就不行了#套餐：雪媚娘/芒果千层切件 2 选 1#雪媚娘收拾收拾谢谢谢谢谢谢长城干红你会后悔告诉v三个故事v喝酒好多红包打扮打扮不对不对你大几度房间号腐男腐女你都不让v的vv人v的v的v嫉妒DJ很饿BB笨呢舅父发弟弟,雪媚娘/芒果千层切件2选1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBBOOOOOOO
3826,茂名,源丰唐茶楼（电白万达广场店）,2021-02-15,个人感觉整体体验感觉一般般吧   。,100元代金券1张，可叠加,OOOOOOOOOOOOOOOOOO
3827,茂名,爵士厚牛排自助餐馆（汇丰店）,2021-02-15,加收百分之十服务费，***还没人服务。黑店,全部菜品2选1，有赠品,OOOOOOOOOOOOOOOOOOOOO
3828,茂名,爵士厚牛排自助餐馆（汇丰店）,2021-02-15,过年还要加收百分之十的服务费，****太黑了。,火焰牛排1份，有赠品,OOOOOOOOOOOOOOOOOOOOOOO
3829,茂名,顺德火焰醉鹅坊（站北五路店）,2021-02-15,强烈推荐，非常完美，味道不错，服务态度很好，下次还来，值得一去，份量很足，价钱实惠，,3-4人火锅套餐,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3830,茂名,十七门重庆老火锅（电白万达店）,2021-02-15,感觉还不错，味道不错的，麻辣牛肉是真的超级麻辣，好评凑字好评凑字好评凑字好评凑好评凑字好评凑字好评凑字好评凑字好评凑字好评凑字好评凑好评凑字好评凑字好评凑字好评凑字好评凑字好评凑字好评凑好评凑字好评凑字好评凑字好评凑字好评凑字好评凑字好评凑好评凑字好评凑字好评凑字,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3831,茂名,优之品西点,2021-02-15,蛋糕做得不够松软，体验一般。。。,蛋糕8选1,OOOOOOOOOOOOOOOO
3832,茂名,十七门重庆老火锅（电白万达店）,2021-02-16,味道还行，就是吃了拉肚子，难受一晚上,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOO
3833,茂名,贵族自助牛排餐厅（华侨城店）,2021-02-16,还是海鲜饥饿营销的，一个饭点上一次就没有了，份量又少。,贵族自助牛排套餐，建议单人使用,OOBIOOOOOOOOOOOOOOOOOOOOOOO
3834,茂名,CAKE情迷黑森林,2021-02-16,之前经常买他家的榴莲千层，但是最近这次买的好像没有榴莲肉有一些硬邦邦的东西感觉没有之前的好吃了。,榴莲千层/草莓千层切2选1,OOOOOOOOBIIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3835,茂名,爵士厚牛排自助餐馆（汇丰店）,2021-02-16,味道不错，买一份牛排送自助，当然，也可以单付自助餐费用过去就餐，非常人性化，非常适合情侣，家庭，用餐，不知道去哪儿吃饭的朋友们，值得推荐，值得推荐，值得推荐，值得推荐，值得推荐，值得推荐，值得推荐……,火焰牛排自助餐，建议2人使用,OOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3836,茂名,十七门重庆老火锅（电白万达店）,2021-02-16,酥肉酥脆肉质嫩，挺好吃的，丸子超爱，肉也很好吃，蔬菜挺新鲜的，肥牛嫩滑不腻，锅底也不错，超爱大骨锅，煮蔬菜豆腐很好吃，汤汁很鲜甜，菜品都挺好的，口味都还不错，环境挺好的，，服务的态度都挺好的，空间大小还行，卫生还不错，干净整洁，性价比一般,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3837,茂名,贵族自助牛排餐厅（华侨城店）,2021-02-17,吃完牛排再慢慢享受自助餐 水煮肉片 寿司 麻辣烫...... 还不限时间任吃 值了 赞赞赞,贵族自助牛排套餐，建议单人使用,OOBIOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOO
3838,茂名,贵族自助牛排餐厅（华侨城店）,2021-02-17,这里的牛排好吃 自助餐更好吃  每次来海鲜都是棒棒滴  服务也特别热情周到[强][强][强],贵族自助牛排套餐，建议单人使用,OOOBIOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOO
3839,茂名,贵族自助牛排餐厅（华侨城店）,2021-02-17,菜少，自助餐就那么一点点东西敢收45我笑了唯一就一点虾能说的过去的，趁早倒闭吧,贵族自助牛排套餐，建议单人使用,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3840,茂名,友情有意音乐餐厅,2021-02-17,超级好吃，而且东西两个人吃刚刚好. 奶茶很好喝，很有茶味，柠檬茶也是非常好喝的，榴莲披萨也是非常赞的       口感很好，真的很不错而且外观也很好看真的值得推荐，快试试吧唧吧唧唧复唧唧唧复唧唧唧复唧唧唧复唧唧唧复唧唧,榴莲套餐，建议2人使用,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3841,茂名,爵士厚牛排自助餐馆（汇丰店）,2021-02-17,味道好吃，牛排一级棒而且吃得太饱了,火焰牛排1份，有赠品,OOOOOBIOOOOOOOOOO
3842,茂名,小乔紫菜卷（小乔店）,2021-02-17,不错,紫菜肉松卷1份，提供免费WiFi,OO
3843,茂名,小乔紫菜卷（小乔店）,2021-02-17,不错,紫菜肉松卷1份，提供免费WiFi,OO
3844,茂名,街头牛排（光华北路店）,2021-02-18,好吃的,双人情侣套餐，提供免费WiFi,OOO
3845,茂名,优悦西餐厅（维斯顿店）,2021-02-18,这样的店早点半门吧！坐在角落里40分钟都没有人理，这么大的店来来去去才4个服务员，菜一个小时后都没上一个，一肚子火，就连一个奶茶店的服务员都多过这里，以后都不来了,豪华2人扒餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3846,茂名,果之度（为民店）,2021-02-18,满杯水果茶还真的是满满的水果，就是喜欢这种新鲜果汁的口感，过年回来一定要打卡的店，开了这么多年的店性价比也很高，推荐。下次回来茂名一定还会再来，对了，店里的榴莲千层也很好次。约朋友出来聊天吃点东西再适合不过了,超级水果茶1杯，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIIIOOOOOOOOOOOOOOOOOOOOOO
3847,茂名,果之度（为民店）,2021-02-18,过年回来第二次过来吃蛋糕和喝杨枝甘露，感觉茂名这家杨枝甘露还是很不错的，要是能去掉布丁就更好了！,杨枝甘露布甸1杯,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
3848,茂名,菠斯蒂蛋糕,2021-02-19,挺好的，很好吃泡芙很美味…….,泡芙1个，提供免费WiFi,OOOOOOOBIOOOOOO
