语料ID,产品ID,产品名称
餐饮评论-5558,ID55,寿司
餐饮评论-5558,ID4,海鲜
餐饮评论-5575,ID53,奶油
餐饮评论-5581,ID16,饮料
餐饮评论-5582,ID42,牛排
餐饮评论-5583,ID42,牛排
餐饮评论-5584,ID4,海鲜
餐饮评论-5597,ID53,奶油
餐饮评论-5598,ID11,面包
餐饮评论-5600,ID53,奶油
餐饮评论-5605,ID62,泡芙
餐饮评论-5605,ID54,榴莲千层
餐饮评论-5613,ID35,生蚝
餐饮评论-5623,ID16,饮料
餐饮评论-5639,ID53,奶油
餐饮评论-5660,ID56,叉烧饭
餐饮评论-5669,ID59,炸鸡
餐饮评论-5671,ID61,米饭
餐饮评论-5692,ID16,饮料
餐饮评论-5698,ID67,蛋挞
餐饮评论-5698,ID62,泡芙
餐饮评论-5707,ID53,奶油
餐饮评论-5723,ID16,饮料
餐饮评论-5728,ID42,牛排
餐饮评论-5732,ID70,刺身
餐饮评论-5732,ID55,寿司
餐饮评论-5735,ID66,牛肉
餐饮评论-5740,ID75,黄油
餐饮评论-5744,ID53,奶油
餐饮评论-5746,ID53,奶油
餐饮评论-5747,ID61,米饭
餐饮评论-5749,ID61,米饭
餐饮评论-5759,ID55,寿司
餐饮评论-5771,ID53,奶油
餐饮评论-5794,ID53,奶油
餐饮评论-5796,ID70,刺身
餐饮评论-5796,ID55,寿司
餐饮评论-5803,ID65,拉面
餐饮评论-5804,ID64,薯条
餐饮评论-5804,ID4,海鲜
餐饮评论-5811,ID64,薯条
餐饮评论-5815,ID79,高钙大骨鸳鸯锅
餐饮评论-5818,ID79,高钙大骨鸳鸯锅
餐饮评论-5823,ID66,牛肉
餐饮评论-5826,ID59,炸鸡
餐饮评论-5832,ID53,奶油
餐饮评论-5834,ID66,牛肉
餐饮评论-5843,ID53,奶油
餐饮评论-5844,ID42,牛排
餐饮评论-5866,ID4,海鲜
餐饮评论-5875,ID16,饮料
餐饮评论-5881,ID63,肉松
餐饮评论-5886,ID16,饮料
餐饮评论-5887,ID49,甜品
餐饮评论-5887,ID42,牛排
餐饮评论-5887,ID11,面包
餐饮评论-5887,ID53,奶油
餐饮评论-5898,ID61,米饭
餐饮评论-5903,ID66,牛肉
餐饮评论-5903,ID65,拉面
餐饮评论-5915,ID66,牛肉
餐饮评论-5938,ID16,饮料
餐饮评论-5944,ID53,奶油
餐饮评论-5947,ID54,榴莲千层
餐饮评论-5950,ID42,牛排
餐饮评论-5950,ID4,海鲜
餐饮评论-5952,ID35,生蚝
餐饮评论-5966,ID42,牛排
餐饮评论-5966,ID35,生蚝
餐饮评论-5970,ID42,牛排
餐饮评论-5971,ID69,凤梨
餐饮评论-5980,ID42,牛排
餐饮评论-5988,ID61,米饭
餐饮评论-5989,ID42,牛排
餐饮评论-5998,ID53,奶油
餐饮评论-6003,ID42,牛排
餐饮评论-6026,ID42,牛排
餐饮评论-6030,ID61,米饭
餐饮评论-6044,ID42,牛排
餐饮评论-6044,ID66,牛肉
餐饮评论-6045,ID42,牛排
餐饮评论-6048,ID42,牛排
餐饮评论-6056,ID42,牛排
餐饮评论-6065,ID42,牛排
餐饮评论-6117,ID61,米饭
餐饮评论-6121,ID66,牛肉
餐饮评论-6127,ID49,甜品
餐饮评论-6130,ID54,榴莲千层
餐饮评论-6142,ID66,牛肉
餐饮评论-6154,ID53,奶油
餐饮评论-6158,ID35,生蚝
餐饮评论-6181,ID53,奶油
餐饮评论-6183,ID54,榴莲千层
餐饮评论-6200,ID53,奶油
餐饮评论-6207,ID66,牛肉
餐饮评论-6213,ID66,牛肉
餐饮评论-6213,ID16,饮料
餐饮评论-6216,ID65,拉面
餐饮评论-6221,ID64,薯条
餐饮评论-6245,ID11,面包
餐饮评论-6263,ID42,牛排
餐饮评论-6267,ID53,奶油
餐饮评论-6284,ID61,米饭
餐饮评论-6285,ID61,米饭
餐饮评论-6287,ID49,甜品
餐饮评论-6287,ID66,牛肉
餐饮评论-6294,ID42,牛排
餐饮评论-6311,ID4,海鲜
餐饮评论-6314,ID42,牛排
餐饮评论-6327,ID42,牛排
餐饮评论-6331,ID42,牛排
餐饮评论-6354,ID61,米饭
餐饮评论-6363,ID62,泡芙
餐饮评论-6377,ID66,牛肉
餐饮评论-6377,ID58,蔬菜
餐饮评论-6378,ID42,牛排
餐饮评论-6382,ID53,奶油
餐饮评论-6388,ID42,牛排
餐饮评论-6390,ID16,饮料
餐饮评论-6391,ID61,米饭
餐饮评论-6407,ID59,炸鸡
餐饮评论-6411,ID61,米饭
餐饮评论-6432,ID66,牛肉
餐饮评论-6442,ID61,米饭
餐饮评论-6475,ID4,海鲜
餐饮评论-6480,ID49,甜品
餐饮评论-6487,ID49,甜品
餐饮评论-6487,ID55,寿司
餐饮评论-6487,ID16,饮料
餐饮评论-6491,ID64,薯条
餐饮评论-6498,ID66,牛肉
餐饮评论-6510,ID42,牛排
餐饮评论-6515,ID61,米饭
餐饮评论-6525,ID42,牛排
餐饮评论-6534,ID42,牛排
餐饮评论-6571,ID63,肉松
餐饮评论-6572,ID53,奶油
餐饮评论-6575,ID61,米饭
餐饮评论-6589,ID42,牛排
餐饮评论-6594,ID64,薯条
餐饮评论-6625,ID64,薯条
餐饮评论-6631,ID59,炸鸡
餐饮评论-6632,ID11,面包
餐饮评论-6636,ID49,甜品
餐饮评论-6636,ID4,海鲜
餐饮评论-6636,ID16,饮料
餐饮评论-6649,ID4,海鲜
餐饮评论-6664,ID61,米饭
餐饮评论-6668,ID64,薯条
餐饮评论-6668,ID4,海鲜
餐饮评论-6673,ID42,牛排
餐饮评论-6683,ID66,牛肉
餐饮评论-6697,ID42,牛排
餐饮评论-6700,ID58,蔬菜
餐饮评论-6703,ID66,牛肉
餐饮评论-6715,ID42,牛排
餐饮评论-6717,ID59,炸鸡
餐饮评论-6738,ID66,牛肉
餐饮评论-6746,ID16,饮料
餐饮评论-6750,ID42,牛排
餐饮评论-6766,ID86,菠萝包
餐饮评论-6785,ID59,炸鸡
餐饮评论-6789,ID66,牛肉
餐饮评论-6800,ID76,酱汁
餐饮评论-6810,ID66,牛肉
餐饮评论-6817,ID64,薯条
餐饮评论-6819,ID86,菠萝包
餐饮评论-6821,ID86,菠萝包
餐饮评论-6822,ID86,菠萝包
餐饮评论-6853,ID42,牛排
餐饮评论-6858,ID66,牛肉
餐饮评论-6863,ID42,牛排
餐饮评论-6875,ID66,牛肉
餐饮评论-6883,ID42,牛排
餐饮评论-6883,ID16,饮料
餐饮评论-6912,ID4,海鲜
餐饮评论-6913,ID49,甜品
餐饮评论-6913,ID66,牛肉
餐饮评论-6915,ID66,牛肉
餐饮评论-6927,ID86,菠萝包
餐饮评论-6937,ID42,牛排
餐饮评论-6948,ID42,牛排
餐饮评论-6949,ID35,生蚝
餐饮评论-6952,ID59,炸鸡
餐饮评论-6953,ID59,炸鸡
餐饮评论-6957,ID49,甜品
餐饮评论-6957,ID12,甜点
餐饮评论-6960,ID64,薯条
餐饮评论-6974,ID42,牛排
餐饮评论-6980,ID49,甜品
餐饮评论-7000,ID61,米饭
餐饮评论-7008,ID59,炸鸡
餐饮评论-7016,ID53,奶油
餐饮评论-7017,ID53,奶油
餐饮评论-7022,ID42,牛排
餐饮评论-7033,ID49,甜品
餐饮评论-7037,ID4,海鲜
餐饮评论-7043,ID64,薯条
餐饮评论-7044,ID8,I
餐饮评论-7044,ID4,海鲜
餐饮评论-7046,ID42,牛排
餐饮评论-7046,ID16,饮料
餐饮评论-7053,ID42,牛排
餐饮评论-7058,ID42,牛排
餐饮评论-7075,ID35,生蚝
餐饮评论-7078,ID42,牛排
餐饮评论-7096,ID61,米饭
餐饮评论-7112,ID86,菠萝包
餐饮评论-7134,ID61,米饭
餐饮评论-7137,ID86,菠萝包
餐饮评论-7139,ID42,牛排
餐饮评论-7167,ID42,牛排
餐饮评论-7168,ID42,牛排
餐饮评论-7172,ID64,薯条
餐饮评论-7175,ID63,肉松
餐饮评论-7178,ID42,牛排
餐饮评论-7188,ID66,牛肉
餐饮评论-7202,ID42,牛排
餐饮评论-7209,ID53,奶油
餐饮评论-7219,ID66,牛肉
餐饮评论-7228,ID4,海鲜
餐饮评论-7238,ID53,奶油
餐饮评论-7248,ID35,生蚝
餐饮评论-7248,ID4,海鲜
餐饮评论-7256,ID55,寿司
餐饮评论-7285,ID16,饮料
餐饮评论-7291,ID16,饮料
餐饮评论-7318,ID12,甜点
餐饮评论-7318,ID16,饮料
餐饮评论-7322,ID66,牛肉
餐饮评论-7322,ID61,米饭
餐饮评论-7323,ID66,牛肉
餐饮评论-7330,ID4,海鲜
餐饮评论-7330,ID16,饮料
餐饮评论-7343,ID86,菠萝包
餐饮评论-7351,ID64,薯条
餐饮评论-7356,ID86,菠萝包
餐饮评论-7362,ID11,面包
餐饮评论-7362,ID53,奶油
餐饮评论-7368,ID35,生蚝
餐饮评论-7374,ID50,小炒
餐饮评论-7374,ID66,牛肉
餐饮评论-7375,ID61,米饭
餐饮评论-7376,ID61,米饭
餐饮评论-7381,ID57,烧鸭饭
餐饮评论-7382,ID42,牛排
餐饮评论-7388,ID16,饮料
餐饮评论-7390,ID63,肉松
餐饮评论-7392,ID42,牛排
餐饮评论-7396,ID55,寿司
餐饮评论-7428,ID16,饮料
餐饮评论-7434,ID55,寿司
餐饮评论-7453,ID86,菠萝包
餐饮评论-7454,ID74,牛肚
餐饮评论-7454,ID61,米饭
餐饮评论-7463,ID61,米饭
餐饮评论-7466,ID42,牛排
餐饮评论-7468,ID53,奶油
餐饮评论-7476,ID55,寿司
餐饮评论-7522,ID86,菠萝包
餐饮评论-7523,ID53,奶油
餐饮评论-7524,ID62,泡芙
餐饮评论-7524,ID54,榴莲千层
餐饮评论-7525,ID62,泡芙
餐饮评论-7526,ID85,自助菜
餐饮评论-7538,ID66,牛肉
餐饮评论-7541,ID64,薯条
餐饮评论-7541,ID59,炸鸡
餐饮评论-7553,ID71,火腿
餐饮评论-7554,ID61,米饭
餐饮评论-7556,ID57,烧鸭饭
餐饮评论-7614,ID86,菠萝包
餐饮评论-7642,ID71,火腿
餐饮评论-7654,ID86,菠萝包
餐饮评论-7656,ID55,寿司
餐饮评论-7658,ID64,薯条
餐饮评论-7707,ID53,奶油
餐饮评论-7708,ID42,牛排
餐饮评论-7746,ID49,甜品
餐饮评论-7763,ID42,牛排
餐饮评论-7763,ID16,饮料
餐饮评论-7769,ID58,蔬菜
餐饮评论-7774,ID49,甜品
餐饮评论-7788,ID64,薯条
餐饮评论-7791,ID86,菠萝包
餐饮评论-7808,ID4,海鲜
餐饮评论-7824,ID42,牛排
餐饮评论-7830,ID86,菠萝包
餐饮评论-7832,ID4,海鲜
餐饮评论-7854,ID49,甜品
餐饮评论-7867,ID64,薯条
餐饮评论-7867,ID58,蔬菜
餐饮评论-7886,ID61,米饭
餐饮评论-7910,ID42,牛排
餐饮评论-7910,ID16,饮料
餐饮评论-7955,ID53,奶油
